MAC Address,Device Type
95-7E-C6-61-83-1B,C_3
03-4A-FD-B2-AB-E7,A_1
43-84-1D-10-69-FC,D_4
61-41-93-19-C6-A2,B_2
30-8D-2D-C4-44-0D,D_4
00-DF-D6-A1-12-09,A_1
4B-18-FD-46-AF-4A,D_4
53-E7-2B-49-F6-73,B_2
CD-DB-FE-D8-F9-10,A_1
A4-95-58-17-0A-C3,C_3
37-BF-8C-52-B3-A8,A_1
E4-2D-C0-84-73-11,C_3
D4-8A-5B-C6-BD-D9,A_1
09-72-F5-A1-80-33,B_2
06-EE-5E-BC-89-40,A_1
E1-EF-B2-C0-DB-FD,C_3
DA-5D-11-A6-A4-8B,A_1
56-33-2C-FC-F0-58,A_1
69-D8-7C-E8-A5-C7,D_4
3E-91-AB-57-54-11,B_2
37-9B-8A-3E-F4-88,A_1
94-85-77-7D-C1-DA,B_2
92-C2-D1-ED-CB-DD,C_3
21-16-41-68-DF-F3,C_3
D8-A8-2A-4B-9F-60,B_2
AD-B5-DF-6E-8C-EE,B_2
20-15-52-96-1A-29,A_1
D2-DF-27-84-07-57,C_3
67-29-D3-6F-A8-B1,A_1
DF-58-41-2B-4F-8D,A_1
A9-1C-F5-0C-74-EF,B_2
73-4A-90-E0-56-80,B_2
27-63-C9-FB-3E-0A,A_1
6C-D0-B3-BB-2D-09,C_3
42-79-88-C1-F2-FE,A_1
F3-45-68-7D-A5-CE,C_3
EC-A2-78-33-3E-54,C_3
6B-18-AA-5F-F1-47,A_1
5B-5A-0A-4C-ED-FB,C_3
E1-28-D5-7D-07-7D,A_1
49-38-C0-05-86-2B,A_1
40-61-5F-85-59-22,C_3
D8-02-B2-E0-F9-D9,D_4
24-28-2D-A5-CF-20,C_3
EC-5E-6E-3F-E6-E8,C_3
83-79-37-94-8C-E6,C_3
12-0D-8D-D8-47-80,C_3
E3-E5-CB-7A-8F-12,D_4
F2-FD-C4-B1-52-53,A_1
78-48-E8-11-DE-B0,C_3
14-B6-BD-BC-E0-E1,C_3
76-4F-8B-E8-BD-F8,B_2
F7-7C-67-3E-C3-FB,B_2
4E-3D-55-7B-F1-13,D_4
C5-90-46-64-B9-E7,D_4
88-6A-34-F8-D6-68,D_4
53-39-CC-F7-22-1C,C_3
5D-05-1B-F7-61-5F,B_2
E8-3B-E6-C7-72-9A,D_4
51-D9-22-52-B5-1C,B_2
F5-C8-F0-90-97-7A,B_2
12-60-1B-90-40-91,A_1
C3-0F-3A-D8-CF-A6,B_2
E4-D4-D1-35-6C-3E,C_3
65-C8-C4-6B-E7-CA,C_3
36-D6-29-D0-A1-A0,B_2
61-22-25-CA-1A-A8,B_2
33-E3-5F-FE-71-AE,C_3
72-AA-31-12-E5-A7,B_2
48-70-12-F7-E7-C0,C_3
8F-14-F4-DD-40-3D,D_4
1C-91-A4-CF-83-A6,A_1
B5-85-A3-C5-AA-97,C_3
8F-3C-3B-23-08-6D,B_2
7A-FE-6F-97-0B-F3,B_2
F0-AF-26-9E-53-BD,C_3
F9-FF-9C-AB-1C-50,D_4
5B-3D-08-20-C8-0D,D_4
65-99-BF-5A-8C-C6,A_1
F0-EB-26-78-E8-6F,B_2
C8-6B-77-12-20-63,B_2
94-56-D2-7F-29-E5,B_2
7D-12-6B-D3-86-EC,C_3
6B-06-8F-C6-A3-68,B_2
9F-F7-F5-91-D9-BB,A_1
11-2C-30-2C-41-29,C_3
34-6F-EB-D7-B2-51,A_1
1A-5F-09-E3-9C-72,C_3
6F-96-33-5B-5E-40,A_1
52-F7-58-2D-BF-12,A_1
E6-16-C6-65-A5-B6,C_3
44-2D-A8-69-A6-11,C_3
E1-2E-EA-44-2B-97,C_3
09-71-AF-66-BB-E0,B_2
AD-EA-AD-1D-B0-F3,B_2
E4-4C-1F-C1-E8-BD,D_4
CC-79-47-08-AE-B3,B_2
64-73-A9-C3-F1-BF,A_1
06-C5-27-84-10-29,D_4
27-67-FA-70-7D-FE,D_4
53-88-69-C1-9F-B4,B_2
A1-B9-4B-9C-21-A4,A_1
C9-95-D4-51-D0-EE,A_1
DE-28-CB-7D-00-68,A_1
86-2F-AB-8C-95-D1,B_2
A3-58-56-F4-80-20,C_3
01-90-8B-11-98-0F,A_1
ED-95-AD-80-FC-FE,A_1
1C-73-67-6B-5E-FF,A_1
79-48-35-DD-A8-78,B_2
87-DD-3B-A9-D4-D2,A_1
64-B4-0F-ED-84-4F,C_3
3B-FC-D8-CF-0E-91,B_2
D8-49-47-81-DB-63,B_2
05-FB-23-88-29-41,D_4
9C-E1-1A-C7-3C-78,A_1
75-46-2B-23-54-D0,A_1
34-EA-EB-AF-35-B4,A_1
CA-0C-81-74-5D-EF,D_4
BD-F9-C5-3D-19-9F,C_3
BA-8B-E8-EE-32-E8,B_2
C5-70-F4-8E-01-80,C_3
2C-D8-D2-67-5D-B7,B_2
2A-7F-5C-C3-76-97,A_1
A6-C5-93-0E-74-70,A_1
00-FD-F2-63-A4-85,B_2
05-BA-06-6B-9C-12,A_1
86-BF-90-D1-30-30,A_1
E4-DF-56-47-7E-33,D_4
67-A7-60-22-F8-EB,A_1
FE-0A-C9-36-E2-F7,C_3
32-E1-9A-7D-11-D3,D_4
F1-21-31-B7-3A-C9,C_3
55-61-D7-6F-D5-B6,B_2
04-3D-E2-5B-C9-E1,D_4
F0-66-D3-DF-2D-1D,A_1
D0-6F-4D-37-EF-50,D_4
41-3B-E8-2D-A9-EB,A_1
A5-22-8A-DE-2C-80,A_1
48-64-3B-A4-B6-91,B_2
08-F0-36-92-A0-1A,B_2
CB-8F-33-76-53-51,D_4
62-50-8B-72-5C-4D,B_2
49-A7-49-C3-A3-1B,A_1
89-95-31-7C-91-05,D_4
70-ED-14-96-2B-A7,B_2
03-DC-AE-81-88-94,B_2
63-BF-99-DA-AD-D9,D_4
E2-6E-3F-62-52-F6,C_3
5E-3E-DC-FF-28-6C,D_4
D2-64-F3-1D-46-50,B_2
55-8E-23-E2-8E-30,B_2
BE-14-62-EA-58-DA,C_3
0A-58-26-A8-D6-EE,C_3
07-75-2D-DE-DB-17,C_3
F8-9D-E8-07-29-F7,C_3
3E-A3-C6-D5-65-ED,C_3
B0-A0-D7-66-80-97,A_1
AB-C8-69-44-50-36,D_4
DE-00-B9-C7-93-57,C_3
F1-D1-5B-BB-A7-3B,D_4
A5-0E-77-97-E2-DF,B_2
7F-6F-08-ED-FF-45,D_4
A1-A8-A2-D8-51-C2,D_4
88-5B-E4-5C-0A-EE,A_1
AA-6D-2F-77-05-09,A_1
83-91-FE-24-43-51,B_2
6D-7B-1A-63-04-F8,C_3
76-A2-C2-11-FE-18,C_3
79-FE-60-51-06-F6,D_4
2A-7F-4A-36-2D-E1,A_1
44-4E-17-BA-83-1F,C_3
95-55-F8-DE-84-D9,A_1
F9-91-A1-85-94-B6,D_4
3C-B2-BF-EF-50-E0,B_2
07-05-00-C2-56-E8,D_4
4B-24-FB-EE-A7-42,A_1
81-C4-19-5D-70-75,D_4
21-4C-F2-F6-85-08,A_1
C7-D4-98-F0-B4-63,C_3
40-BC-E0-A8-C6-D3,D_4
15-1C-47-3A-56-ED,A_1
78-C1-5B-CB-6B-C1,C_3
D6-54-28-12-86-F1,D_4
5A-EE-FB-E2-39-89,A_1
C4-DE-FC-1E-B0-50,B_2
27-E2-17-85-F3-1F,C_3
35-79-D1-FD-29-27,B_2
5F-26-5B-D5-63-FC,C_3
DD-F7-7B-99-DD-2D,A_1
25-A6-82-EA-D0-C6,A_1
85-C8-D2-CE-56-CB,C_3
11-33-DD-B4-FB-0E,C_3
FC-48-DD-F7-F8-29,B_2
83-AC-13-0E-56-BE,D_4
49-F6-9C-6D-E2-EB,B_2
C3-62-07-0C-C3-5F,B_2
26-6D-56-A9-51-6C,C_3
7C-7A-0B-FD-E5-F3,A_1
1C-98-F8-25-CC-DA,C_3
C9-DD-4D-9E-8B-8C,C_3
00-E8-C3-FC-9E-5D,A_1
22-84-BC-B7-F4-70,D_4
8D-4D-CC-05-0D-70,B_2
DA-2D-7C-4F-10-A6,A_1
66-B3-D1-56-1B-BB,D_4
99-9C-2D-E3-B6-F7,D_4
4E-C7-AF-D6-71-24,D_4
53-E7-F6-4B-73-56,B_2
65-CE-FC-A9-85-7E,B_2
F3-BF-AA-05-F5-10,C_3
48-06-A2-72-FC-45,C_3
D2-26-79-86-94-33,C_3
19-23-00-A9-E3-C0,C_3
6B-65-68-3F-3C-47,C_3
B7-22-16-CC-7A-AF,B_2
14-28-36-A3-E3-30,D_4
B1-AD-4C-1C-DE-99,A_1
EA-B5-74-60-B0-BD,D_4
56-0A-73-7A-29-3E,D_4
1F-44-73-B1-38-D6,B_2
31-8B-D2-56-B1-02,C_3
3A-0F-FD-50-29-08,A_1
93-DB-03-76-19-C3,B_2
B1-7A-11-F9-A7-0B,D_4
CA-F2-9C-1B-EE-D8,A_1
2A-F5-F0-A7-7E-57,B_2
84-FA-6A-04-6E-FB,B_2
FC-BA-48-80-36-83,A_1
17-3B-4D-E5-42-69,A_1
1F-71-1C-1B-A8-A7,C_3
19-FF-2B-86-CF-15,D_4
43-ED-C6-AB-2F-B4,B_2
97-29-A8-AB-33-18,C_3
FE-47-D6-98-3B-04,D_4
17-27-40-28-E6-19,B_2
44-73-E7-EE-56-DF,A_1
F7-4F-76-7D-8D-A3,C_3
6E-EE-83-36-ED-56,A_1
8E-24-3A-22-EB-F3,C_3
16-77-C0-E4-CF-6A,A_1
8B-ED-AA-92-42-F2,D_4
6B-59-F8-98-BD-D5,A_1
E6-49-16-37-22-DD,B_2
37-0A-16-D8-80-4A,D_4
D6-F9-A9-B2-4A-02,D_4
1B-F0-26-4F-30-93,D_4
75-43-12-41-B1-E4,A_1
02-E9-E8-22-9F-F7,C_3
4F-3D-06-F3-23-C3,C_3
79-69-1B-33-62-6E,B_2
09-14-3F-89-E4-C8,A_1
5B-EC-E3-1A-6E-94,D_4
AD-2C-32-8F-08-4F,D_4
88-22-48-07-A7-26,A_1
8A-3D-07-53-59-8E,A_1
74-04-4B-96-AC-28,B_2
3C-97-83-DB-7C-35,C_3
A7-41-23-97-A5-90,D_4
7A-83-09-F1-E6-7C,D_4
98-81-1C-BE-BE-4C,C_3
10-EE-F0-F8-BA-C7,D_4
F8-13-81-7B-12-90,D_4
40-86-13-9B-94-8A,D_4
D5-FC-46-DD-03-45,C_3
B3-66-95-CA-2A-09,D_4
8D-16-20-ED-48-8C,C_3
7C-F5-37-8D-EB-6B,B_2
00-BF-27-3E-1A-3F,C_3
98-80-EF-77-17-EE,B_2
47-AF-73-E4-3B-15,B_2
75-92-CC-EA-F6-D4,D_4
BD-6B-FF-D6-0F-3A,B_2
D1-5D-B2-69-01-1F,D_4
CA-CA-4E-4C-5A-39,C_3
0A-CD-1C-15-84-EF,B_2
9E-61-1E-E3-20-8C,D_4
76-F2-56-EA-21-21,B_2
71-6D-8E-AA-88-0E,C_3
39-7E-8A-93-34-76,B_2
BA-84-C7-FC-FF-53,A_1
0D-59-FC-C5-FC-83,A_1
77-21-A9-03-91-02,C_3
35-32-EB-E1-EC-90,C_3
86-A3-26-3B-3F-4F,A_1
7D-59-D2-8A-92-42,A_1
F7-CD-6B-4B-42-87,A_1
1F-41-28-B3-CF-06,A_1
62-A4-7E-DC-40-9F,B_2
18-BC-8F-89-9B-E7,A_1
99-EC-8D-EE-73-01,C_3
4C-96-7F-87-DC-BC,B_2
6F-EA-6A-A0-BB-D6,A_1
25-66-19-86-64-69,D_4
5C-A0-CE-36-52-07,C_3
C8-98-4E-F3-C3-68,B_2
4F-30-95-B2-F0-CB,B_2
DC-76-68-62-40-31,D_4
15-93-6A-FA-CB-A5,D_4
5D-62-12-0B-B3-0A,C_3
B4-D2-B6-44-F5-E6,B_2
9A-8B-3D-CF-10-1B,B_2
8E-71-79-D8-65-27,D_4
49-7F-0B-83-B0-C2,A_1
58-BA-FF-80-70-9F,B_2
7D-BD-BD-35-0A-74,D_4
EB-7E-73-E1-32-0E,D_4
C5-6F-17-4A-D5-5B,A_1
BE-7F-33-6E-F2-6B,D_4
15-4C-C3-EA-A3-AA,B_2
38-38-9A-70-D1-CE,A_1
70-27-7F-DB-45-7D,B_2
05-27-2B-E5-68-B3,A_1
64-9C-EC-7A-08-77,A_1
8D-ED-49-1A-58-EC,A_1
70-A0-79-7F-32-AC,B_2
6F-44-F0-EE-28-D6,D_4
7E-42-56-0D-93-E1,A_1
31-C5-7A-BB-72-9F,D_4
EC-73-A2-30-B6-41,B_2
0A-2B-D2-39-3F-1D,A_1
01-66-A3-93-03-C4,C_3
77-44-02-11-8B-E1,A_1
06-34-EB-D0-9A-4C,A_1
72-2E-EE-84-60-9D,D_4
C3-45-C7-37-88-CB,D_4
B6-09-7D-B0-A6-AF,A_1
56-F2-6A-C3-B6-24,B_2
46-0A-B6-CB-78-B3,D_4
39-BD-2A-99-22-AA,D_4
A4-7B-BE-91-3B-73,B_2
48-F6-3E-A3-16-34,D_4
AA-4B-3F-5F-BE-66,B_2
77-F1-F0-88-11-90,A_1
B4-41-0A-48-61-82,B_2
96-89-4E-D4-22-16,D_4
CF-13-DC-88-B9-64,D_4
52-F2-DA-A1-CF-8A,C_3
05-BF-DB-3B-AE-2C,C_3
40-D0-D0-53-AC-0C,A_1
AD-C6-EE-42-64-DD,D_4
FE-E4-52-FB-97-BA,A_1
66-17-9F-E4-06-46,C_3
98-13-58-92-19-A7,A_1
1E-98-CD-FE-24-CE,B_2
40-95-F1-91-D6-33,A_1
78-1E-6F-8F-E7-34,D_4
7B-12-5A-6B-3F-05,D_4
4E-47-2D-6B-CB-BB,D_4
B7-2B-E4-AD-4F-74,D_4
CA-01-F0-AD-6C-7C,A_1
49-07-E9-E6-14-25,A_1
BE-8A-F6-F9-AD-47,A_1
44-80-4E-75-7F-1A,C_3
E1-2F-49-BB-0D-C7,B_2
54-10-1F-E8-4A-57,C_3
5E-29-BA-36-EB-4A,D_4
40-45-07-E7-44-B7,A_1
3B-E7-61-2B-52-23,D_4
5F-7C-B5-4A-16-96,D_4
08-B7-21-D4-DD-6D,B_2
0D-9C-9D-94-BE-69,B_2
DD-D1-0A-DF-0D-98,A_1
59-B8-D0-40-4D-CC,C_3
96-9B-86-93-E0-80,C_3
20-E2-A3-63-90-F7,C_3
3A-F4-BE-E7-F4-0E,A_1
4D-D5-19-17-94-82,C_3
CC-26-C4-37-70-BD,D_4
CB-A6-7A-0E-72-D0,D_4
A8-4A-FC-9A-42-23,A_1
8A-74-E1-FD-0A-5B,A_1
06-FC-91-25-39-D3,C_3
8F-8C-34-82-3D-5C,A_1
7D-D7-58-23-E1-E4,A_1
A7-21-27-0F-CB-E9,B_2
51-DF-EC-C9-78-3D,B_2
20-96-E1-1C-0D-7E,A_1
DE-B2-C9-C8-1F-49,C_3
3E-45-EE-D3-8E-37,B_2
55-65-E9-C9-E9-47,C_3
B5-55-3E-80-F0-28,C_3
9C-31-B1-63-66-A2,A_1
6C-8B-39-73-C3-A5,A_1
FE-78-C2-66-91-33,C_3
E5-A4-DD-6F-3E-40,C_3
D1-88-B9-33-E2-5A,A_1
D8-42-AE-FE-0C-DA,C_3
28-FE-3A-A2-A5-84,B_2
81-C3-AA-0B-06-46,C_3
49-CA-63-4B-AC-B8,D_4
F7-3C-39-88-17-B6,A_1
A0-ED-F1-12-04-0F,B_2
22-F5-C1-3D-B0-DB,C_3
4D-62-8C-AF-14-F1,C_3
0F-8C-4E-75-82-25,B_2
9C-1F-AC-66-6B-76,D_4
54-FA-DD-A3-8B-BC,D_4
E6-99-BF-1A-A9-11,C_3
C8-A7-FA-90-2F-B8,D_4
6D-10-BA-BD-29-29,B_2
F7-E7-96-62-09-84,A_1
9C-75-0B-92-70-9B,C_3
74-16-18-A5-BA-E9,D_4
8C-99-25-6D-AC-EC,A_1
E2-52-31-D1-0D-CF,C_3
3F-8D-C3-30-C1-C4,B_2
E4-0D-20-38-59-D6,D_4
AA-89-B8-0A-5B-5E,D_4
67-4A-5A-50-36-9E,D_4
47-DB-5F-FE-5D-64,A_1
16-21-9A-95-6D-44,D_4
CA-EA-BF-11-0A-2A,B_2
16-E5-C0-EB-D5-67,C_3
99-90-3B-B4-0B-CE,C_3
FC-49-0D-17-D7-A8,A_1
6E-2C-3D-A5-6B-AF,A_1
42-2B-CB-5F-F0-08,B_2
B4-8F-D7-C9-85-E2,C_3
76-73-03-2A-06-7F,C_3
79-6B-D6-F5-F5-5D,A_1
0B-77-71-D5-5E-5B,B_2
F4-B4-D2-C7-E4-6A,C_3
50-EB-BE-38-AC-43,B_2
12-C0-E1-2E-8B-8B,C_3
A0-92-A9-64-80-D5,B_2
CA-60-F9-C3-03-F5,B_2
41-04-F3-FC-20-32,D_4
35-67-98-D1-01-AC,C_3
75-89-7D-4A-B1-F9,C_3
78-6E-E8-FA-1B-62,B_2
D2-B6-48-FF-0D-F5,A_1
37-16-01-75-72-A1,A_1
DC-F7-8A-D4-EC-FB,D_4
82-7C-28-52-95-8C,B_2
2E-AE-FC-60-9B-4F,A_1
4D-98-40-B3-91-91,A_1
07-05-C7-3E-87-87,B_2
C5-50-FD-48-44-63,C_3
C7-DA-EE-64-7A-BD,D_4
BA-01-BA-B5-BA-1A,D_4
8F-A5-19-EF-DB-A6,B_2
1F-FB-DC-0A-B4-79,D_4
0D-29-2B-4E-B2-8F,B_2
DA-81-A1-D1-2E-9D,D_4
7B-6B-2A-CB-06-4D,D_4
15-C5-D5-29-16-45,A_1
9F-68-CB-5C-0A-23,A_1
B0-9C-D5-F5-39-60,C_3
E1-B8-D1-F4-F7-E3,C_3
3C-D8-5A-EA-86-9D,A_1
5D-EA-DD-70-33-AB,C_3
05-DC-81-BF-B5-18,A_1
8C-4B-FE-61-D6-F7,D_4
FE-4E-90-F1-5F-2B,B_2
AA-96-8D-BB-0A-8B,C_3
66-19-18-0A-73-91,D_4
1A-1B-7E-7E-7D-A5,A_1
A8-9E-DE-E7-1E-DD,A_1
37-3A-2C-5E-D5-B1,A_1
94-EF-0F-A6-6D-34,B_2
87-43-02-9A-CC-8D,D_4
B0-11-B2-FE-53-9B,C_3
45-96-BD-81-50-48,A_1
39-E3-E0-37-58-80,A_1
89-DB-29-85-79-D4,C_3
30-26-DC-34-EB-0B,A_1
AE-14-EC-02-1F-1E,D_4
7F-F3-EE-DC-33-2C,C_3
F6-EF-40-56-6F-76,A_1
4D-B9-B0-B2-A0-AB,C_3
B9-10-52-62-9D-8E,D_4
8F-06-A7-C5-F0-F3,B_2
11-8D-4E-FC-D0-31,D_4
F9-C5-3D-EA-F9-EC,D_4
58-76-80-39-AB-A2,D_4
77-2F-55-02-53-FF,A_1
3E-CB-00-EF-8F-FD,A_1
92-AC-DF-D0-6D-D4,D_4
D4-57-05-DF-63-9A,D_4
4A-70-FE-01-7B-82,D_4
CA-3B-CA-B2-53-CE,D_4
CE-AB-50-8C-E1-7A,B_2
0E-59-C6-95-86-C8,D_4
3B-25-04-7C-DF-15,C_3
96-48-81-9D-7E-28,D_4
4D-66-6C-83-07-5D,C_3
57-B3-35-22-23-5C,D_4
DE-D5-DA-0B-22-02,C_3
A0-69-98-E9-E9-73,C_3
85-11-69-B5-E8-9D,D_4
0B-10-A0-AF-01-E0,C_3
4F-AD-AD-6B-63-75,D_4
AB-7F-54-0A-6E-FC,D_4
D9-BC-99-1F-AC-11,C_3
8D-CF-9B-B1-92-B0,A_1
01-31-74-53-C2-B3,A_1
F4-BA-6B-E3-0A-5E,C_3
9E-4F-71-AD-22-B4,B_2
14-58-B3-9C-90-1E,A_1
1C-76-6B-69-E5-5F,A_1
92-C2-59-AA-11-45,B_2
7C-B1-48-8A-4B-86,A_1
9C-94-CD-DE-1A-28,A_1
5E-AC-98-85-17-23,C_3
B2-1C-13-62-99-F8,C_3
3A-F6-C7-A6-22-0A,A_1
47-71-1A-1F-37-F4,D_4
1C-8A-DE-57-EB-A5,C_3
9C-B1-F5-7E-CA-64,C_3
80-97-91-6A-95-6C,D_4
E2-38-A5-CC-B3-6A,C_3
F8-78-01-B4-CF-F7,C_3
D1-B9-FC-BB-53-F3,B_2
CC-01-57-50-AC-A3,A_1
7A-63-DE-64-F5-F9,D_4
C8-DF-90-E2-4F-46,B_2
9F-3B-31-27-78-27,A_1
BA-DC-9D-8F-28-1D,C_3
61-58-E7-1D-1F-D7,A_1
D6-19-D3-F5-29-52,D_4
AD-ED-F8-80-30-8B,D_4
97-EB-9B-7B-36-30,D_4
B6-F1-58-17-66-BD,D_4
3F-4D-43-05-66-E0,C_3
DE-6B-A0-28-86-90,B_2
A7-ED-54-FA-22-2E,B_2
B4-9D-94-CC-A2-B6,C_3
D7-B5-3C-0D-99-F1,B_2
DF-FF-25-4C-CE-30,B_2
08-23-12-CA-7D-6A,B_2
A3-EA-86-92-E1-E0,C_3
03-F6-6D-59-1B-3F,A_1
23-0A-97-70-9F-63,A_1
E8-52-1A-22-D5-6A,D_4
DB-C1-8E-E3-A4-18,C_3
A4-FB-97-F5-60-28,A_1
15-55-CD-0A-1A-DA,C_3
BA-DC-66-0E-0E-70,B_2
EA-98-6A-46-F7-D2,C_3
13-46-AD-23-87-EB,A_1
EF-78-9A-3A-B7-93,C_3
5E-F8-2D-CA-41-E1,B_2
FC-61-CD-94-70-96,C_3
81-6B-EA-67-A6-77,A_1
B0-BC-1C-EB-A4-E1,C_3
4D-6C-B4-81-51-9D,D_4
CC-4B-77-31-2D-3E,C_3
CC-F5-C8-DF-C9-48,A_1
F1-0E-AC-8E-6F-34,D_4
4C-73-C6-74-55-35,B_2
20-F5-CE-FC-A8-6C,C_3
15-17-47-86-DA-84,D_4
4A-87-4D-89-3C-42,B_2
DE-2A-D7-0F-89-7B,B_2
02-9E-BF-77-A4-9B,B_2
60-F3-D0-5D-5A-1A,C_3
E0-03-02-7C-38-34,D_4
85-7A-8A-8A-10-47,B_2
29-17-BF-4F-43-10,A_1
E4-6D-AE-E2-35-53,A_1
D0-1E-24-75-CB-1F,C_3
95-99-7C-2F-2A-05,C_3
4B-66-5D-F2-3F-CF,D_4
F3-B8-A9-30-3A-83,C_3
BC-FB-42-28-32-65,B_2
87-E8-6B-9E-B1-C3,C_3
A9-6D-3D-3B-1A-5F,D_4
97-51-38-D0-11-4F,D_4
98-D8-F4-D6-67-2E,A_1
84-27-EA-B9-DF-8E,C_3
C2-78-7D-F2-4D-58,D_4
00-FC-8E-7C-EC-95,A_1
9B-00-4D-DB-79-A3,C_3
7F-71-99-21-70-09,A_1
19-E6-71-2F-E1-60,D_4
FD-5B-6E-3A-5B-4B,C_3
EC-24-69-5B-A4-F1,B_2
95-3D-EE-65-DB-7A,D_4
1C-60-24-34-9F-D4,B_2
80-97-26-1F-F0-6E,B_2
3C-B5-CB-01-75-A3,A_1
9A-0E-71-91-FA-D5,B_2
44-23-59-C8-2D-24,C_3
22-78-89-09-37-4B,A_1
FE-77-C7-DB-98-B3,C_3
10-CA-A3-50-E8-35,D_4
19-6E-3B-C6-67-64,B_2
19-9E-90-91-92-A2,B_2
D8-71-F2-3A-D6-F7,A_1
A2-BB-BC-8C-F8-B4,C_3
1A-01-2B-DA-26-6C,D_4
A6-39-98-D6-D1-D1,C_3
0A-C5-D9-67-2F-AA,C_3
DE-A0-89-F2-EB-25,D_4
1B-A6-1B-70-9E-1D,C_3
4B-AD-90-D5-B1-70,D_4
21-11-9D-00-77-90,A_1
D4-00-B0-D7-08-EB,A_1
35-B4-00-01-25-33,D_4
6D-F4-7C-4B-3F-D3,D_4
14-EF-09-A9-C6-46,D_4
67-3D-20-C6-5E-28,A_1
59-05-16-3F-FE-29,D_4
EE-D6-DB-D2-E8-6E,C_3
BD-6F-44-69-55-2B,C_3
03-7B-FA-E4-98-D0,D_4
D6-74-5E-C3-3C-A8,A_1
0C-A4-DC-AA-A5-5D,A_1
CE-23-83-3F-57-22,A_1
47-23-5E-64-97-F2,D_4
C2-E8-35-C1-11-93,C_3
72-0B-2E-0E-0E-83,D_4
5E-C6-21-E7-21-B7,B_2
96-85-C6-6A-7F-5B,D_4
B8-F7-66-B8-11-09,C_3
8F-CD-FD-06-EE-4D,D_4
58-9C-3C-4A-EF-1B,C_3
1A-2C-E8-7C-15-C0,A_1
AA-83-F8-48-CF-A1,C_3
CE-23-C0-FB-0D-62,C_3
70-CB-B3-86-80-7E,C_3
93-23-93-39-2D-6E,B_2
F8-BA-E3-AD-D7-BA,A_1
8F-10-AD-10-DD-B8,B_2
5F-DD-10-49-B8-DB,A_1
4C-C7-6E-31-18-09,C_3
FE-63-A8-0C-60-97,C_3
FC-80-55-10-E4-AA,D_4
98-F5-BC-A9-0F-A8,B_2
C1-92-D2-38-E1-E6,A_1
56-19-1B-2B-F3-43,D_4
CB-00-49-3F-75-D8,B_2
58-65-2B-A3-AB-B4,A_1
34-54-D9-47-DA-BE,B_2
99-F3-E7-E9-12-A7,D_4
4A-E0-CF-DB-6B-3D,C_3
58-84-67-06-63-A7,C_3
D6-03-51-B5-19-0C,C_3
01-FB-D1-38-F5-02,A_1
0B-2A-BA-2E-BD-A0,C_3
83-62-21-DB-65-DD,B_2
76-0B-DE-13-14-2C,A_1
AA-7A-61-74-87-13,C_3
20-27-15-07-59-01,A_1
5B-29-34-76-7D-DD,B_2
04-96-EA-01-EC-5E,B_2
